authors,decision,forum_link,paper_id,pdf_link,title
"Lisha Li, Kevin Jamieson, Giulia DeSalvo, Afshin Rostamizadeh, Ameet Talwalkar",Accept (Poster),https://openreview.net/forum?id=ry18Ww5ee&noteId=ry18Ww5ee,ry18Ww5ee,https://openreview.net/pdf?id=ry18Ww5ee,Hyperband: Bandit-Based Configuration Evaluation for Hyperparameter Optimization
"Greg Yang, Alexander Rush",Accept (Poster),https://openreview.net/forum?id=Byiy-Pqlx&noteId=Byiy-Pqlx,Byiy-Pqlx,https://openreview.net/pdf?id=Byiy-Pqlx,Lie-Access Neural Turing Machines
"James Bradbury, Stephen Merity, Caiming Xiong, Richard Socher",Accept (Poster),https://openreview.net/forum?id=H1zJ-v5xl&noteId=H1zJ-v5xl,H1zJ-v5xl,https://openreview.net/pdf?id=H1zJ-v5xl,Quasi-Recurrent Neural Networks
"Silvia Chiappa, Sébastien Racaniere, Daan Wierstra, Shakir Mohamed",Accept (Poster),https://openreview.net/forum?id=B1s6xvqlx&noteId=B1s6xvqlx,B1s6xvqlx,https://openreview.net/pdf?id=B1s6xvqlx,Recurrent Environment Simulators
"Aravind Rajeswaran, Sarvjeet Ghotra, Balaraman Ravindran, Sergey Levine",Accept (Poster),https://openreview.net/forum?id=SyWvgP5el&noteId=SyWvgP5el,SyWvgP5el,https://openreview.net/pdf?id=SyWvgP5el,EPOpt: Learning Robust Neural Network Policies Using Model Ensembles
"Janarthanan Rajendran, Aravind Lakshminarayanan, Mitesh M. Khapra, Prasanna P, Balaraman Ravindran",Accept (Poster),https://openreview.net/forum?id=Sy6iJDqlx&noteId=Sy6iJDqlx,Sy6iJDqlx,https://openreview.net/pdf?id=Sy6iJDqlx,"Attend, Adapt and Transfer: Attentive Deep Architecture for Adaptive Transfer from multiple sources in the same domain"
"Wanjia He, Weiran Wang, Karen Livescu",Accept (Poster),https://openreview.net/forum?id=rJxDkvqee&noteId=rJxDkvqee,rJxDkvqee,https://openreview.net/pdf?id=rJxDkvqee,Multi-view Recurrent Neural Acoustic Word Embeddings
"John Thickstun, Zaid Harchaoui, Sham Kakade",Accept (Poster),https://openreview.net/forum?id=rkFBJv9gg&noteId=rkFBJv9gg,rkFBJv9gg,https://openreview.net/pdf?id=rkFBJv9gg,Learning Features of Music From Scratch
"Dan Hendrycks, Kevin Gimpel",Accept (Poster),https://openreview.net/forum?id=Hkg4TI9xl&noteId=Hkg4TI9xl,Hkg4TI9xl,https://openreview.net/pdf?id=Hkg4TI9xl,A Baseline for Detecting Misclassified and Out-of-Distribution Examples in Neural Networks
"Rudy Bunel, Alban Desmaison, M. Pawan Kumar, Philip H.S. Torr, Pushmeet Kohli",Accept (Poster),https://openreview.net/forum?id=r1rz6U5lg&noteId=r1rz6U5lg,r1rz6U5lg,https://openreview.net/pdf?id=r1rz6U5lg,Learning to superoptimize programs
"Leonard Berrada, Andrew Zisserman, M. Pawan Kumar",Accept (Poster),https://openreview.net/forum?id=By5e2L9gl&noteId=By5e2L9gl,By5e2L9gl,https://openreview.net/pdf?id=By5e2L9gl,Trusting SVM for Piecewise Linear CNNs
"Peter O'Connor, Max Welling",Accept (Poster),https://openreview.net/forum?id=HkNRsU5ge&noteId=HkNRsU5ge,HkNRsU5ge,https://openreview.net/pdf?id=HkNRsU5ge,Sigma Delta Quantized Networks
"Zhouhan Lin, Minwei Feng, Cicero Nogueira dos Santos, Mo Yu, Bing Xiang, Bowen Zhou, Yoshua Bengio",Accept (Poster),https://openreview.net/forum?id=BJC_jUqxe&noteId=BJC_jUqxe,BJC_jUqxe,https://openreview.net/pdf?id=BJC_jUqxe,A STRUCTURED SELF-ATTENTIVE SENTENCE EMBEDDING
"Pau Rodríguez, Jordi Gonzàlez, Guillem Cucurull, Josep M. Gonfaus, Xavier Roca",Accept (Poster),https://openreview.net/forum?id=ByOvsIqeg&noteId=ByOvsIqeg,ByOvsIqeg,https://openreview.net/pdf?id=ByOvsIqeg,Regularizing CNNs with Locally Constrained Decorrelations
"Gabriel Loaiza-Ganem *, Yuanjun Gao *, John P. Cunningham",Accept (Poster),https://openreview.net/forum?id=H1acq85gx&noteId=H1acq85gx,H1acq85gx,https://openreview.net/pdf?id=H1acq85gx,Maximum Entropy Flow Networks
"Chris J. Maddison, Andriy Mnih, Yee Whye Teh",Accept (Poster),https://openreview.net/forum?id=S1jE5L5gl&noteId=S1jE5L5gl,S1jE5L5gl,http://www.stats.ox.ac.uk/~cmaddis/pubs/concrete.pdf,The Concrete Distribution: A Continuous Relaxation of Discrete Random Variables
"Luke Metz, Ben Poole, David Pfau, Jascha Sohl-Dickstein",Accept (Poster),https://openreview.net/forum?id=BydrOIcle&noteId=BydrOIcle,BydrOIcle,https://openreview.net/pdf?id=BydrOIcle,Unrolled Generative Adversarial Networks
"Adji B. Dieng, Chong Wang, Jianfeng Gao, John Paisley",Accept (Poster),https://openreview.net/forum?id=rJbbOLcex&noteId=rJbbOLcex,rJbbOLcex,https://openreview.net/pdf?id=rJbbOLcex,TopicRNN: A Recurrent Neural Network with Long-Range Semantic Dependency
"Michał Daniluk, Tim Rocktäschel, Johannes Welbl, Sebastian Riedel",Accept (Poster),https://openreview.net/forum?id=ByIAPUcee&noteId=ByIAPUcee,ByIAPUcee,https://openreview.net/pdf?id=ByIAPUcee,Frustratingly Short Attention Spans in Neural Language Modeling
"Hanjun Dai, Bo Dai, Yan-Ming Zhang, Shuang Li, Le Song",Accept (Poster),https://openreview.net/forum?id=HJGODLqgx&noteId=HJGODLqgx,HJGODLqgx,https://openreview.net/pdf?id=HJGODLqgx,Recurrent Hidden Semi-Markov Model
"Maximilian Karl, Maximilian Soelch, Justin Bayer, Patrick van der Smagt",Accept (Poster),https://openreview.net/forum?id=HyTqHL5xg&noteId=HyTqHL5xg,HyTqHL5xg,https://openreview.net/pdf?id=HyTqHL5xg,Deep Variational Bayes Filters: Unsupervised Learning of State Space Models from Raw Data
"Ishan Durugkar, Ian Gemp, Sridhar Mahadevan",Accept (Poster),https://openreview.net/forum?id=Byk-VI9eg&noteId=Byk-VI9eg,Byk-VI9eg,https://openreview.net/pdf?id=Byk-VI9eg,Generative Multi-Adversarial Networks
"Caglar Gulcehre, Marcin Moczulski, Francesco Visin, Yoshua Bengio",Accept (Poster),https://openreview.net/forum?id=r1G4z8cge&noteId=r1G4z8cge,r1G4z8cge,https://openreview.net/pdf?id=r1G4z8cge,Mollifying Networks
"Irina Higgins, Loic Matthey, Arka Pal, Christopher Burgess, Xavier Glorot, Matthew Botvinick, Shakir Mohamed, Alexander Lerchner",Accept (Poster),https://openreview.net/forum?id=Sy2fzU9gl&noteId=Sy2fzU9gl,Sy2fzU9gl,https://openreview.net/pdf?id=Sy2fzU9gl,beta-VAE: Learning Basic Visual Concepts with a Constrained Variational Framework
"Samuel L. Smith, David H. P. Turban, Steven Hamblin, Nils Y. Hammerla",Accept (Poster),https://openreview.net/forum?id=r1Aab85gg&noteId=r1Aab85gg,r1Aab85gg,https://openreview.net/pdf?id=r1Aab85gg,"Offline bilingual word vectors, orthogonal transformations and the inverted softmax"
"Luisa M Zintgraf, Taco S Cohen, Tameem Adel, Max Welling",Accept (Poster),https://openreview.net/forum?id=BJ5UeU9xx&noteId=BJ5UeU9xx,BJ5UeU9xx,https://openreview.net/pdf?id=BJ5UeU9xx,Visualizing Deep Neural Network Decisions: Prediction Difference Analysis
"Eric Jang, Shixiang Gu, Ben Poole",Accept (Poster),https://openreview.net/forum?id=rkE3y85ee&noteId=rkE3y85ee,rkE3y85ee,https://openreview.net/pdf?id=rkE3y85ee,Categorical Reparameterization with Gumbel-Softmax
"Priyank Jaini, Zhitang Chen, Pablo Carbajal, Edith Law, Laura Middleton, Kayla Regan, Mike Schaekermann, George Trimponias, James Tung, Pascal Poupart",Accept (Poster),https://openreview.net/forum?id=ByqiJIqxg&noteId=ByqiJIqxg,ByqiJIqxg,https://openreview.net/pdf?id=ByqiJIqxg,Online Bayesian Transfer Learning for Sequential Data Modeling
"William Chan, Yu Zhang, Quoc Le, Navdeep Jaitly",Accept (Poster),https://openreview.net/forum?id=SyQq185lg&noteId=SyQq185lg,SyQq185lg,https://openreview.net/pdf?id=SyQq185lg,Latent Sequence Decompositions
"Hang Qi, Evan R. Sparks, Ameet Talwalkar",Accept (Poster),https://openreview.net/forum?id=SyVVJ85lg&noteId=SyVVJ85lg,SyVVJ85lg,https://openreview.net/pdf?id=SyVVJ85lg,Paleo: A Performance Model for Deep Neural Networks
"Brendan O'Donoghue, Remi Munos, Koray Kavukcuoglu, Volodymyr Mnih",Accept (Poster),https://openreview.net/forum?id=B1kJ6H9ex&noteId=B1kJ6H9ex,B1kJ6H9ex,https://openreview.net/pdf?id=B1kJ6H9ex,Combining policy gradient and Q-learning
"Laurent Dinh, Jascha Sohl-Dickstein, Samy Bengio",Accept (Poster),https://openreview.net/forum?id=HkpbnH9lx&noteId=HkpbnH9lx,HkpbnH9lx,https://openreview.net/pdf?id=HkpbnH9lx,Density estimation using Real NVP
"Tim Cooijmans, Nicolas Ballas, César Laurent, Çağlar Gülçehre, Aaron Courville",Accept (Poster),https://openreview.net/forum?id=r1VdcHcxx&noteId=r1VdcHcxx,r1VdcHcxx,https://openreview.net/pdf?id=r1VdcHcxx,Recurrent Batch Normalization
"Ilya Loshchilov, Frank Hutter",Accept (Poster),https://openreview.net/forum?id=Skq89Scxx&noteId=Skq89Scxx,Skq89Scxx,https://openreview.net/pdf?id=Skq89Scxx,SGDR: Stochastic Gradient Descent with Warm Restarts
"Arvind Neelakantan, Quoc V. Le, Martin Abadi, Andrew McCallum, Dario Amodei",Accept (Poster),https://openreview.net/forum?id=ry2YOrcge&noteId=ry2YOrcge,ry2YOrcge,https://openreview.net/pdf?id=ry2YOrcge,Learning a Natural Language Interface with Neural Programmer
"Mohammad Babaeizadeh, Iuri Frosio, Stephen Tyree, Jason Clemons, Jan Kautz",Accept (Poster),https://openreview.net/forum?id=r1VGvBcxl&noteId=r1VGvBcxl,r1VGvBcxl,https://openreview.net/pdf?id=r1VGvBcxl,Reinforcement Learning through Asynchronous Advantage Actor-Critic on a GPU
"Piotr Mirowski, Razvan Pascanu, Fabio Viola, Hubert Soyer, Andy Ballard, Andrea Banino, Misha Denil, Ross Goroshin, Laurent Sifre, Koray Kavukcuoglu, Dharshan Kumaran, Raia Hadsell",Accept (Poster),https://openreview.net/forum?id=SJMGPrcle&noteId=SJMGPrcle,SJMGPrcle,https://openreview.net/pdf?id=SJMGPrcle,Learning to Navigate in Complex Environments
"Matej Balog, Alexander L. Gaunt, Marc Brockschmidt, Sebastian Nowozin, Daniel Tarlow",Accept (Poster),https://openreview.net/forum?id=ByldLrqlx&noteId=ByldLrqlx,ByldLrqlx,https://openreview.net/pdf?id=ByldLrqlx,DeepCoder: Learning to Write Programs
"Stefan Depeweg, José Miguel Hernández-Lobato, Finale Doshi-Velez, Steffen Udluft",Accept (Poster),https://openreview.net/forum?id=H1fl8S9ee&noteId=H1fl8S9ee,H1fl8S9ee,https://openreview.net/pdf?id=H1fl8S9ee,Learning and Policy Search in Stochastic Dynamical Systems with Bayesian Neural Networks
"Yacine Jernite, Edouard Grave, Armand Joulin, Tomas Mikolov",Accept (Poster),https://openreview.net/forum?id=S1LVSrcge&noteId=S1LVSrcge,S1LVSrcge,https://openreview.net/pdf?id=S1LVSrcge,Variable Computation in Recurrent Neural Networks
"Alexander A. Alemi, Ian Fischer, Joshua V. Dillon, Kevin Murphy",Accept (Poster),https://openreview.net/forum?id=HyxQzBceg&noteId=HyxQzBceg,HyxQzBceg,https://openreview.net/pdf?id=HyxQzBceg,Deep Variational Information Bottleneck
"Lei Yu, Phil Blunsom, Chris Dyer, Edward Grefenstette, Tomas Kocisky",Accept (Poster),https://openreview.net/forum?id=SJ25-B5eg&noteId=SJ25-B5eg,SJ25-B5eg,https://openreview.net/pdf?id=SJ25-B5eg,The Neural Noisy Channel
"W. James Murdoch, Arthur Szlam",Accept (Poster),https://openreview.net/forum?id=SJvYgH9xe&noteId=SJvYgH9xe,SJvYgH9xe,https://openreview.net/pdf?id=SJvYgH9xe,Automatic Rule Extraction from Long Short Term Memory Networks
"Jiwei Li, Alexander H. Miller, Sumit Chopra, Marc'Aurelio Ranzato, Jason Weston",Accept (Poster),https://openreview.net/forum?id=HJgXCV9xx&noteId=HJgXCV9xx,HJgXCV9xx,https://openreview.net/pdf?id=HJgXCV9xx,Dialogue Learning With Human-in-the-Loop
"Vincent Dumoulin, Ishmael Belghazi, Ben Poole, Alex Lamb, Martin Arjovsky, Olivier Mastropietro, Aaron Courville",Accept (Poster),https://openreview.net/forum?id=B1ElR4cgg&noteId=B1ElR4cgg,B1ElR4cgg,https://openreview.net/pdf?id=B1ElR4cgg,Adversarially Learned Inference
"Jiwei Li, Alexander H. Miller, Sumit Chopra, Marc'Aurelio Ranzato, Jason Weston",Accept (Poster),https://openreview.net/forum?id=rkE8pVcle&noteId=rkE8pVcle,rkE8pVcle,https://openreview.net/pdf?id=rkE8pVcle,Learning through Dialogue Interactions by Asking Questions
"Samuel S. Schoenholz, Justin Gilmer, Surya Ganguli, Jascha Sohl-Dickstein",Accept (Poster),https://openreview.net/forum?id=H1W1UN9gg&noteId=H1W1UN9gg,H1W1UN9gg,https://openreview.net/pdf?id=H1W1UN9gg,Deep Information Propagation
"Gustav Larsson, Michael Maire, Gregory Shakhnarovich",Accept (Poster),https://openreview.net/forum?id=S1VaB4cex&noteId=S1VaB4cex,S1VaB4cex,https://openreview.net/pdf?id=S1VaB4cex,FractalNet: Ultra-Deep Neural Networks without Residuals
"David Lopez-Paz, Maxime Oquab",Accept (Poster),https://openreview.net/forum?id=SJkXfE5xx&noteId=SJkXfE5xx,SJkXfE5xx,https://openreview.net/pdf?id=SJkXfE5xx,Revisiting Classifier Two-Sample Tests
"C. Daniel Freeman, Joan Bruna",Accept (Poster),https://openreview.net/forum?id=Bk0FWVcgx&noteId=Bk0FWVcgx,Bk0FWVcgx,https://openreview.net/pdf?id=Bk0FWVcgx,Topology and Geometry of Half-Rectified Network Optimization
"Sahil Sharma, Aravind S. Lakshminarayanan, Balaraman Ravindran",Accept (Poster),https://openreview.net/forum?id=B1GOWV5eg&noteId=B1GOWV5eg,B1GOWV5eg,https://openreview.net/pdf?id=B1GOWV5eg,Learning to Repeat: Fine Grained Action Repetition for Deep Reinforcement Learning
"Lu Hou, Quanming Yao, James T. Kwok",Accept (Poster),https://openreview.net/forum?id=S1oWlN9ll&noteId=S1oWlN9ll,S1oWlN9ll,https://openreview.net/pdf?id=S1oWlN9ll,Loss-aware Binarization of Deep Networks
"Frank S.He, Yang Liu, Alexander G. Schwing, Jian Peng",Accept (Poster),https://openreview.net/forum?id=rJ8Je4clg&noteId=rJ8Je4clg,rJ8Je4clg,https://openreview.net/pdf?id=rJ8Je4clg,Learning to Play in a Day: Faster Deep Reinforcement Learning by Optimality Tightening
"Junbo Zhao, Michael Mathieu, Yann LeCun",Accept (Poster),https://openreview.net/forum?id=ryh9pmcee&noteId=ryh9pmcee,ryh9pmcee,https://openreview.net/pdf?id=ryh9pmcee,Energy-based Generative Adversarial Networks
"Werner Zellinger, Thomas Grubinger, Edwin Lughofer, Thomas Natschläger, Susanne Saminger-Platz",Accept (Poster),https://openreview.net/forum?id=SkB-_mcel&noteId=SkB-_mcel,SkB-_mcel,https://openreview.net/pdf?id=SkB-_mcel,Central Moment Discrepancy (CMD) for Domain-Invariant Representation Learning
"Aojun Zhou, Anbang Yao, Yiwen Guo, Lin Xu, Yurong Chen",Accept (Poster),https://openreview.net/forum?id=HyQJ-mclg&noteId=HyQJ-mclg,HyQJ-mclg,https://openreview.net/pdf?id=HyQJ-mclg,Incremental Network Quantization: Towards Lossless CNNs with Low-precision Weights
"Pratik Chaudhari, Anna Choromanska, Stefano Soatto, Yann LeCun, Carlo Baldassi, Christian Borgs, Jennifer Chayes, Levent Sagun, Riccardo Zecchina",Accept (Poster),https://openreview.net/forum?id=B1YfAfcgl&noteId=B1YfAfcgl,B1YfAfcgl,https://openreview.net/pdf?id=B1YfAfcgl,Entropy-SGD: Biasing Gradient Descent Into Wide Valleys
"Yongxin Yang, Timothy M. Hospedales",Accept (Poster),https://openreview.net/forum?id=SkhU2fcll&noteId=SkhU2fcll,SkhU2fcll,https://openreview.net/pdf?id=SkhU2fcll,Deep Multi-task Representation Learning: A Tensor Factorisation Approach
"Ziyu Wang, Victor Bapst, Nicolas Heess, Volodymyr Mnih, Remi Munos, Koray Kavukcuoglu, Nando de Freitas",Accept (Poster),https://openreview.net/forum?id=HyM25Mqel&noteId=HyM25Mqel,HyM25Mqel,https://openreview.net/pdf?id=HyM25Mqel,Sample Efficient Actor-Critic with  Experience Replay
"Samuli Laine, Timo Aila",Accept (Poster),https://openreview.net/forum?id=BJ6oOfqge&noteId=BJ6oOfqge,BJ6oOfqge,https://openreview.net/pdf?id=BJ6oOfqge,Temporal Ensembling for Semi-Supervised Learning
"Jan Hendrik Metzen, Tim Genewein, Volker Fischer, Bastian Bischoff",Accept (Poster),https://openreview.net/forum?id=SJzCSf9xg&noteId=SJzCSf9xg,SJzCSf9xg,https://openreview.net/pdf?id=SJzCSf9xg,On Detecting Adversarial Perturbations
"Jacob Goldberger, Ehud Ben-Reuven",Accept (Poster),https://openreview.net/forum?id=H12GRgcxg&noteId=H12GRgcxg,H12GRgcxg,https://openreview.net/pdf?id=H12GRgcxg,Training deep neural-networks using a noise adaptation layer
"Dani Yogatama, Phil Blunsom, Chris Dyer, Edward Grefenstette, Wang Ling",Accept (Poster),https://openreview.net/forum?id=Skvgqgqxe&noteId=Skvgqgqxe,Skvgqgqxe,https://openreview.net/pdf?id=Skvgqgqxe,Learning to Compose Words into Sentences with Reinforcement Learning
"Yanpei Liu, Xinyun Chen, Chang Liu, Dawn Song",Accept (Poster),https://openreview.net/forum?id=Sys6GJqxl&noteId=Sys6GJqxl,Sys6GJqxl,https://openreview.net/pdf?id=Sys6GJqxl,Delving into Transferable Adversarial Examples and Black-box Attacks
"Moritz Hardt, Tengyu Ma",Accept (Poster),https://openreview.net/forum?id=ryxB0Rtxx&noteId=ryxB0Rtxx,ryxB0Rtxx,https://openreview.net/pdf?id=ryxB0Rtxx,Identity Matters in Deep Learning
"Jeff Donahue, Philipp Krähenbühl, Trevor Darrell",Accept (Poster),https://openreview.net/forum?id=BJtNZAFgg&noteId=BJtNZAFgg,BJtNZAFgg,https://openreview.net/pdf?id=BJtNZAFgg,Adversarial Feature Learning
"Yoojin Choi, Mostafa El-Khamy, Jungwon Lee",Accept (Poster),https://openreview.net/forum?id=rJ8uNptgl&noteId=rJ8uNptgl,rJ8uNptgl,https://openreview.net/pdf?id=rJ8uNptgl,Towards the Limit of Network Quantization
"Jongsoo Park, Sheng Li, Wei Wen, Ping Tak Peter Tang, Hai Li, Yiran Chen, Pradeep Dubey",Accept (Poster),https://openreview.net/forum?id=rJPcZ3txx&noteId=rJPcZ3txx,rJPcZ3txx,https://openreview.net/pdf?id=rJPcZ3txx,Faster CNNs with Direct Sparse Convolutions and Guided Pruning
"Eric Nalisnick, Padhraic Smyth",Accept (Poster),https://openreview.net/forum?id=S1jmAotxg&noteId=S1jmAotxg,S1jmAotxg,https://openreview.net/pdf?id=S1jmAotxg,Stick-Breaking Variational Autoencoders
"Kirthevasan Kandasamy, Yoram Bachrach, Ryota Tomioka, Daniel Tarlow, David Carter",Accept (Poster),https://openreview.net/forum?id=rJfMusFll&noteId=rJfMusFll,rJfMusFll,https://openreview.net/pdf?id=rJfMusFll,Batch Policy Gradient  Methods for  Improving Neural Conversation Models
"Yingzhen Yang, Jiahui Yu, Pushmeet Kohli, Jianchao Yang, Thomas S. Huang",Accept (Poster),https://openreview.net/forum?id=HkljfjFee&noteId=HkljfjFee,HkljfjFee,https://openreview.net/pdf?id=HkljfjFee,Support Regularized Sparse Coding and Its Fast Encoder
"Hakan Inan, Khashayar Khosravi, Richard Socher",Accept (Poster),https://openreview.net/forum?id=r1aPbsFle&noteId=r1aPbsFle,r1aPbsFle,https://openreview.net/pdf?id=r1aPbsFle,Tying Word Vectors and Word Classifiers: A Loss Framework for Language Modeling
"Haizi Yu, Lav R. Varshney",Accept (Poster),https://openreview.net/forum?id=ryhqQFKgl&noteId=ryhqQFKgl,ryhqQFKgl,https://openreview.net/pdf?id=ryhqQFKgl,Towards Deep Interpretability (MUS-ROVER II): Learning Hierarchical Representations of Tonal Music
Jason Tyler Rolfe,Accept (Poster),https://openreview.net/forum?id=ryMxXPFex&noteId=ryMxXPFex,ryMxXPFex,https://openreview.net/pdf?id=ryMxXPFex,Discrete Variational Autoencoders
"Gregor Urban, Krzysztof J. Geras, Samira Ebrahimi Kahou, Ozlem Aslan, Shengjie Wang, Abdelrahman Mohamed, Matthai Philipose, Matt Richardson, Rich Caruana",Accept (Poster),https://openreview.net/forum?id=r10FA8Kxg&noteId=r10FA8Kxg,r10FA8Kxg,https://openreview.net/pdf?id=r10FA8Kxg,Do Deep Convolutional Nets Really Need to be Deep and Convolutional?
"Jiaqi Mu, Suma Bhat, Pramod Viswanath",Accept (Poster),https://openreview.net/forum?id=HJpfMIFll&noteId=HJpfMIFll,HJpfMIFll,https://openreview.net/pdf?id=HJpfMIFll,Geometry of Polysemy
"Gautam Pai, Aaron Wetzler, Ron Kimmel",Accept (Poster),https://openreview.net/forum?id=BymIbLKgl&noteId=BymIbLKgl,BymIbLKgl,https://openreview.net/pdf?id=BymIbLKgl,Learning Invariant Representations Of Planar Curves 
"Tsendsuren Munkhdalai, Hong Yu",Accept (Poster),https://openreview.net/forum?id=Hk8TGSKlg&noteId=Hk8TGSKlg,Hk8TGSKlg,https://openreview.net/pdf?id=Hk8TGSKlg,Reasoning with Memory Augmented Neural Networks for Language Comprehension
"Eyrun Eyjolfsdottir, Kristin Branson, Yisong Yue, Pietro Perona",Accept (Poster),https://openreview.net/forum?id=BkLhzHtlg&noteId=BkLhzHtlg,BkLhzHtlg,https://openreview.net/pdf?id=BkLhzHtlg,Learning Recurrent Representations for Hierarchical Behavior Modeling
"Alexey Kurakin, Ian J. Goodfellow, Samy Bengio",Accept (Poster),https://openreview.net/forum?id=BJm4T4Kgx&noteId=BJm4T4Kgx,BJm4T4Kgx,https://openreview.net/pdf?id=BJm4T4Kgx,Adversarial Machine Learning at Scale
"Jacek M. Bajor, Thomas A. Lasko",Accept (Poster),https://openreview.net/forum?id=rJEgeXFex&noteId=rJEgeXFex,rJEgeXFex,https://openreview.net/pdf?id=rJEgeXFex,Predicting Medications from Diagnostic Codes with Recurrent Neural Networks
"Loris Bazzani, Hugo Larochelle, Lorenzo Torresani",Accept (Poster),https://openreview.net/forum?id=SJRpRfKxx&noteId=SJRpRfKxx,SJRpRfKxx,https://openreview.net/pdf?id=SJRpRfKxx,Recurrent Mixture Density Network for Spatiotemporal Visual Attention
"Nadav Cohen, Amnon Shashua",Accept (Poster),https://openreview.net/forum?id=BkVsEMYel&noteId=BkVsEMYel,BkVsEMYel,https://openreview.net/pdf?id=BkVsEMYel,Inductive Bias of Deep Convolutional Networks through Pooling Geometry
"Ronen Basri, David W. Jacobs",Accept (Poster),https://openreview.net/forum?id=BJ3filKll&noteId=BJ3filKll,BJ3filKll,https://openreview.net/pdf?id=BJ3filKll,Efficient Representation of Low-Dimensional Manifolds using Deep Networks
"Thomas N. Kipf, Max Welling",Accept (Poster),https://openreview.net/forum?id=SJU4ayYgl&noteId=SJU4ayYgl,SJU4ayYgl,https://openreview.net/pdf?id=SJU4ayYgl,Semi-Supervised Classification with Graph Convolutional Networks
"Arash Ardakani, Carlo Condo, Warren J. Gross",Accept (Poster),https://openreview.net/forum?id=r1fYuytex&noteId=r1fYuytex,r1fYuytex,https://openreview.net/pdf?id=r1fYuytex,Sparsely-Connected Neural Networks: Towards Efficient VLSI Implementation of Deep Neural Networks
"Takeru Miyato, Andrew M. Dai, Ian Goodfellow",Accept (Poster),https://openreview.net/forum?id=r1X3g2_xl&noteId=r1X3g2_xl,r1X3g2_xl,https://openreview.net/pdf?id=r1X3g2_xl,Adversarial Training Methods for Semi-Supervised Text Classification
"Yossi Adi, Einat Kermany, Yonatan Belinkov, Ofer Lavi, Yoav Goldberg",Accept (Poster),https://openreview.net/forum?id=BJh6Ztuxl&noteId=BJh6Ztuxl,BJh6Ztuxl,https://openreview.net/pdf?id=BJh6Ztuxl,Fine-grained Analysis of Sentence Embeddings Using Auxiliary Prediction Tasks
"Stephen Merity, Caiming Xiong, James Bradbury, Richard Socher",Accept (Poster),https://openreview.net/forum?id=Byj72udxe&noteId=Byj72udxe,Byj72udxe,https://openreview.net/pdf?id=Byj72udxe,Pointer Sentinel Mixture Models
"Dzmitry Bahdanau, Philemon Brakel, Kelvin Xu, Anirudh Goyal, Ryan Lowe, Joelle Pineau, Aaron Courville, Yoshua Bengio",Accept (Poster),https://openreview.net/forum?id=SJDaqqveg&noteId=SJDaqqveg,SJDaqqveg,https://openreview.net/pdf?id=SJDaqqveg,An Actor-Critic Algorithm for Sequence Prediction
"Thomas Moreau, Joan Bruna",Accept (Poster),https://openreview.net/forum?id=SJGPL9Dex&noteId=SJGPL9Dex,SJGPL9Dex,https://openreview.net/pdf?id=SJGPL9Dex,Understanding Trainable Sparse Coding with Matrix Factorization
Nicolas Le Roux,Accept (Poster),https://openreview.net/forum?id=HyAbMKwxe&noteId=HyAbMKwxe,HyAbMKwxe,https://openreview.net/pdf?id=HyAbMKwxe,Tighter bounds lead to improved classifiers
"Cezary Kaliszyk, François Chollet, Christian Szegedy",Accept (Poster),https://openreview.net/forum?id=ryuxYmvel&noteId=ryuxYmvel,ryuxYmvel,https://openreview.net/pdf?id=ryuxYmvel,HolStep: A Machine Learning Dataset for Higher-order Logic Theorem Proving
"Shiyu Liang, R. Srikant",Accept (Poster),https://openreview.net/forum?id=SkpSlKIel&noteId=SkpSlKIel,SkpSlKIel,https://openreview.net/pdf?id=SkpSlKIel,Why Deep Neural Networks for Function Approximation?
"Junyoung Chung, Sungjin Ahn, Yoshua Bengio",Accept (Poster),https://openreview.net/forum?id=S1di0sfgl&noteId=S1di0sfgl,S1di0sfgl,https://openreview.net/pdf?id=S1di0sfgl,Hierarchical Multiscale Recurrent Neural Networks
"Andrew Brock, Theodore Lim, J.M. Ritchie, Nick Weston",Accept (Poster),https://openreview.net/forum?id=HkNKFiGex&noteId=HkNKFiGex,HkNKFiGex,https://openreview.net/pdf?id=HkNKFiGex,Neural Photo Editing with Introspective Adversarial Networks
"Xuezhe Ma, Yingkai Gao, Zhiting Hu, Yaoliang Yu, Yuntian Deng, Eduard Hovy",Accept (Poster),https://openreview.net/forum?id=rkGabzZgl&noteId=rkGabzZgl,rkGabzZgl,https://openreview.net/pdf?id=rkGabzZgl,Dropout with Expectation-linear Regularization
"David Ha, Andrew M. Dai, Quoc V. Le",Accept (Poster),https://openreview.net/forum?id=rkpACe1lx&noteId=rkpACe1lx,rkpACe1lx,https://openreview.net/pdf?id=rkpACe1lx,HyperNetworks
"Vincent Dumoulin, Jonathon Shlens, Manjunath Kudlur",Accept (Poster),https://openreview.net/forum?id=BJO-BuT1g&noteId=BJO-BuT1g,BJO-BuT1g,https://arxiv.org/pdf/1610.07629.pdf,A Learned Representation For Artistic Style
"Jin-Hwa Kim, Kyoung-Woon On, Woosang Lim, Jeonghee Kim, Jung-Woo Ha, Byoung-Tak Zhang",Accept (Poster),https://openreview.net/forum?id=r1rhWnZkg&noteId=r1rhWnZkg,r1rhWnZkg,https://openreview.net/pdf?id=r1rhWnZkg,Hadamard Product for Low-rank Bilinear Pooling
